image_id,model,age,age_confidence,gender,gender_confidence,race,race_confidence
1041,Facellm,30-39,0.9,Female,0.9,White,0.9
10410,Facellm,30-39,0.9,Male,0.9,White,0.9
10411,Facellm,30-39,0.8,Female,0.8,Asian,0.8
10412,Facellm,30-39,0.9,Male,0.9,Indian,0.9
10413,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10414,Facellm,30-39,0.8,Male,0.8,Middle Eastern,0.8
10415,Facellm,10-19,1.0,Female,0.0,Indian,1.0
10416,Facellm,10-19,0.9,Female,0.9,Asian,0.9
10417,Facellm,10-19,0.9,Male,0.9,Black,0.9
10418,Facellm,10-19,0.5,Female,0.5,Indian,0.5
10419,Facellm,30-39,0.9,Male,0.9,Indian,0.9
1042,Facellm,10-19,0.5,Female,0.5,Asian,0.5
10420,Facellm,10-19,0.9,Female,0.9,White,0.9
10421,Facellm,10-19,0.5,Female,0.5,Black,0.5
10422,Facellm,10-19,0.8,Male,0.8,Asian,0.8
10423,Facellm,10-19,0.5,Female,0.5,Indian,0.5
10424,Facellm,30-39,0.8,Male,0.8,Black,0.8
10425,Facellm,10-19,0.9,Female,0.9,White,0.9
10426,Facellm,30-39,0.8,Female,0.8,Asian,0.8
10427,Facellm,30-39,0.9,Male,0.9,White,0.9
10428,Facellm,10-19,0.9,Female,0.9,White,0.9
10429,Facellm,10-19,0.5,Female,0.5,Black,0.5
1043,Facellm,30-39,0.8,Female,0.8,Asian,0.8
10430,Facellm,30-39,0.8,Male,0.8,Middle Eastern,0.8
10431,Facellm,10-19,0.9,Male,0.9,Asian,0.9
10432,Facellm,30-39,0.9,Male,0.9,White,0.9
10433,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10434,Facellm,30-39,0.9,Female,0.9,White,0.9
10435,Facellm,60-69,0.9,Female,0.9,White,0.9
10436,Facellm,10-19,0.9,Female,0.9,White,0.9
10437,Facellm,10-19,0.9,Male,0.9,Asian,0.9
10438,Facellm,10-19,0.9,Female,0.9,White,0.9
10439,Facellm,30-39,0.9,Female,0.9,White,0.9
1044,Facellm,10-19,0.8,Female,0.8,Black,0.8
10440,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10441,Facellm,10-19,0.9,Male,0.9,White,0.9
10442,Facellm,30-39,0.8,Female,0.8,Asian,0.8
10443,Facellm,10-19,0.9,Male,0.9,White,0.9
10444,Facellm,10-19,0.5,Female,0.5,Asian,0.5
10445,Facellm,10-19,0.9,Male,0.9,Black,0.9
10446,Facellm,10-19,0.9,Male,0.9,Indian,0.9
10447,Facellm,30-39,0.9,Male,0.9,White,0.9
10448,Facellm,30-39,0.9,Female,0.9,White,0.9
10449,Facellm,30-39,0.8,Male,0.8,Middle Eastern,0.8
1045,Facellm,10-19,0.8,Male,0.8,Black,0.8
10450,Facellm,30-39,0.9,Female,0.9,Latino_Hispanic,0.9
10451,Facellm,30-39,0.8,Female,0.8,Middle Eastern,0.8
10452,Facellm,10-19,0.5,Female,0.5,Asian,0.5
10453,Facellm,30-39,0.9,Female,0.9,White,0.9
10454,Facellm,30-39,0.8,Male,0.8,Middle Eastern,0.8
10455,Facellm,10-19,0.9,Female,0.9,White,0.9
10456,Facellm,20-29,0.8,Male,0.8,Asian,0.8
10457,Facellm,30-39,0.9,Male,0.9,White,0.9
10458,Facellm,10-19,0.9,Female,0.9,White,0.9
10459,Facellm,20-29,0.8,Male,0.8,Asian,0.8
1046,Facellm,30-39,0.8,Male,0.8,Black,0.8
10460,Facellm,10-19,0.9,Male,0.9,Asian,0.9
10461,Facellm,10-19,1.0,Female,0.0,Indian,1.0
10462,Facellm,30-39,0.9,Male,0.9,White,0.9
10463,Facellm,30-39,0.9,Male,0.9,Asian,0.9
10464,Facellm,30-39,0.9,Male,0.9,White,0.9
10465,Facellm,0-2,0.5,Female,0.5,Asian,0.5
10466,Facellm,30-39,0.8,Female,0.8,Asian,0.8
10467,Facellm,30-39,0.8,Female,0.8,Asian,0.8
10468,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10469,Facellm,60-69,1.0,Female,0.0,Indian,1.0
1047,Facellm,30-39,0.8,Female,0.8,Black,0.8
10470,Facellm,30-39,0.8,Female,0.8,Black,0.8
10471,Facellm,30-39,0.8,Female,0.8,Black,0.8
10472,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10473,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10474,Facellm,30-39,0.9,Male,0.9,Asian,0.9
10475,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10476,Facellm,10-19,0.8,Female,0.8,White,0.8
10477,Facellm,30-39,0.9,Male,0.9,White,0.9
10478,Facellm,30-39,0.8,Male,0.8,Middle Eastern,0.8
10479,Facellm,10-19,0.9,Female,0.9,White,0.9
1048,Facellm,10-19,0.9,Male,0.9,White,0.9
10480,Facellm,10-19,0.9,Female,0.9,White,0.9
10481,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10482,Facellm,10-19,0.9,Female,0.9,White,0.9
10483,Facellm,10-19,0.9,Male,0.9,White,0.9
10484,Facellm,30-39,0.9,Male,0.9,Asian,0.9
10485,Facellm,10-19,0.8,Female,0.8,White,0.8
10486,Facellm,10-19,0.9,Male,0.9,Asian,0.9
10487,Facellm,30-39,0.8,Female,0.8,Asian,0.8
10488,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10489,Facellm,10-19,0.9,Male,0.9,Asian,0.9
1049,Facellm,10-19,0.9,Male,0.9,White,0.9
10490,Facellm,20-29,0.9,Male,0.9,Asian,0.9
10491,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10492,Facellm,10-19,0.8,Female,0.8,Indian,0.8
10493,Facellm,10-19,0.9,Female,0.9,White,0.9
10494,Facellm,10-19,0.5,Female,0.5,Black,0.5
10495,Facellm,30-39,0.8,Female,0.8,Asian,0.8
10496,Facellm,30-39,0.8,Female,0.8,Indian,0.8
10497,Facellm,30-39,0.9,Male,0.9,White,0.9
10498,Facellm,30-39,0.8,Male,0.8,Asian,0.8
10499,Facellm,30-39,0.8,Female,0.8,Black,0.8
105,Facellm,10-19,0.8,Female,0.8,Asian,0.8
1050,Facellm,10-19,0.8,Female,0.8,Black,0.8
10500,Facellm,30-39,0.8,Female,0.8,Black,0.8
10501,Facellm,70+,0.9,Male,0.9,Asian,0.9
10502,Facellm,10-19,0.8,Female,0.8,Black,0.8
10503,Facellm,30-39,0.9,Male,0.9,Indian,0.9
10504,Facellm,10-19,0.5,Female,0.5,Asian,0.5
10505,Facellm,30-39,0.8,Male,0.8,Asian,0.8
10506,Facellm,30-39,0.8,Male,0.8,Asian,0.8
10507,Facellm,30-39,0.9,Male,0.9,White,0.9
10508,Facellm,10-19,0.5,Female,0.5,Indian,0.5
10509,Facellm,10-19,0.8,Female,0.8,Indian,0.8
1051,Facellm,10-19,0.9,Female,0.9,White,0.9
10510,Facellm,10-19,0.8,Female,0.8,Indian,0.8
10511,Facellm,10-19,0.9,Male,0.9,White,0.9
10512,Facellm,10-19,0.9,Female,0.9,Indian,0.9
10513,Facellm,30-39,0.8,Female,0.8,Asian,0.8
10514,Facellm,30-39,0.9,Male,0.9,White,0.9
10515,Facellm,30-39,0.9,Female,0.9,White,0.9
10516,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10517,Facellm,0-2,0.0,Female,0.0,Asian,0.0
10518,Facellm,10-19,0.9,Female,0.9,White,0.9
10519,Facellm,10-19,0.8,Female,0.8,Black,0.8
1052,Facellm,0-2,0.5,Female,0.5,Asian,0.5
10520,Facellm,10-19,0.9,Female,0.9,White,0.9
10521,Facellm,10-19,0.8,Female,0.8,Black,0.8
10522,Facellm,10-19,0.9,Male,0.9,Black,0.9
10523,Facellm,30-39,0.9,Male,0.9,White,0.9
10524,Facellm,10-19,0.9,Male,0.9,White,0.9
10525,Facellm,30-39,0.8,Male,0.8,Asian,0.8
10526,Facellm,0-2,0.5,Female,0.5,Asian,0.5
10527,Facellm,10-19,0.8,Female,0.8,Black,0.8
10528,Facellm,10-19,0.9,Male,0.9,Indian,0.9
10529,Facellm,30-39,0.8,Male,0.8,Asian,0.8
1053,Facellm,10-19,0.9,Female,0.9,Latino_Hispanic,0.9
10530,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10531,Facellm,10-19,0.8,Male,0.8,Indian,0.8
10532,Facellm,10-19,0.9,Female,0.9,White,0.9
10533,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10534,Facellm,10-19,0.8,Male,0.8,Asian,0.8
10535,Facellm,10-19,0.9,Female,0.9,White,0.9
10536,Facellm,10-19,0.9,Female,0.9,White,0.9
10537,Facellm,10-19,0.9,Female,0.9,White,0.9
10538,Facellm,30-39,0.9,Male,0.9,White,0.9
10539,Facellm,10-19,0.8,Female,0.8,Asian,0.8
1054,Facellm,10-19,0.9,Female,0.9,Indian,0.9
10540,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10541,Facellm,10-19,0.9,Male,0.9,White,0.9
10542,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10543,Facellm,30-39,0.9,Male,0.9,White,0.9
10544,Facellm,30-39,0.8,Male,0.8,Middle Eastern,0.8
10545,Facellm,30-39,0.8,Female,0.8,Black,0.8
10546,Facellm,30-39,0.8,Male,0.8,Black,0.8
10547,Facellm,30-39,0.8,Male,0.8,Black,0.8
10548,Facellm,10-19,0.9,Female,0.9,Indian,0.9
10549,Facellm,10-19,0.9,Male,0.9,Asian,0.9
1055,Facellm,10-19,0.9,Female,0.9,White,0.9
10550,Facellm,10-19,0.8,Female,0.8,White,0.8
10551,Facellm,30-39,0.8,Male,0.8,Black,0.8
10552,Facellm,30-39,0.9,Male,0.9,White,0.9
10553,Facellm,10-19,0.8,Female,0.8,White,0.8
10554,Facellm,10-19,0.8,Male,0.8,Middle Eastern,0.8
10555,Facellm,10-19,0.9,Female,0.9,White,0.9
10556,Facellm,10-19,0.9,Female,0.9,White,0.9
10557,Facellm,30-39,0.8,Female,0.8,Indian,0.8
10558,Facellm,10-19,0.5,Female,0.5,Middle Eastern,0.5
10559,Facellm,10-19,0.9,Male,0.9,White,0.9
1056,Facellm,10-19,0.0,Female,0.0,Indian,1.0
10560,Facellm,30-39,0.9,Male,0.9,White,0.9
10561,Facellm,10-19,0.9,Male,0.9,Asian,0.9
10562,Facellm,10-19,0.8,Female,0.8,White,0.8
10563,Facellm,30-39,0.8,Female,0.8,Black,0.8
10564,Facellm,60-69,0.9,Male,0.9,Black,0.9
10565,Facellm,10-19,0.9,Female,0.9,Asian,0.9
10566,Facellm,10-19,0.5,Female,0.5,Asian,0.5
10567,Facellm,10-19,0.9,Male,0.9,White,0.9
10568,Facellm,30-39,0.8,Male,0.8,Asian,0.8
10569,Facellm,10-19,0.8,Female,0.8,Black,0.8
1057,Facellm,30-39,0.9,Male,0.9,Asian,0.9
10570,Facellm,10-19,0.8,Female,0.8,Black,0.8
10571,Facellm,30-39,0.8,Female,0.8,Black,0.8
10572,Facellm,30-39,0.8,Male,0.8,Indian,0.8
10573,Facellm,10-19,0.8,Female,0.8,Black,0.8
10574,Facellm,10-19,0.8,Female,0.8,Black,0.8
10575,Facellm,10-19,0.9,Male,0.9,White,0.9
10576,Facellm,30-39,0.9,Male,0.9,Black,0.9
10577,Facellm,10-19,0.8,Female,0.8,Black,0.8
10578,Facellm,30-39,0.9,Female,0.9,White,0.9
10579,Facellm,30-39,0.8,Male,0.8,Asian,0.8
1058,Facellm,30-39,0.9,Female,0.9,White,0.9
10580,Facellm,10-19,0.9,Male,0.9,Latino_Hispanic,0.9
10581,Facellm,30-39,0.8,Male,0.8,Asian,0.8
10582,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10583,Facellm,10-19,0.9,Male,0.9,White,0.9
10584,Facellm,30-39,0.9,Male,0.9,White,0.9
10585,Facellm,10-19,0.9,Female,0.9,White,0.9
10586,Facellm,10-19,0.9,Male,0.9,White,0.9
10587,Facellm,30-39,0.8,Male,0.8,Indian,0.8
10588,Facellm,30-39,0.9,Male,0.9,Indian,0.9
10589,Facellm,10-19,0.9,Female,0.9,Asian,0.9
1059,Facellm,30-39,0.8,Female,0.8,Black,0.8
10590,Facellm,30-39,0.9,Female,0.9,White,0.9
10591,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10592,Facellm,10-19,0.9,Female,0.9,White,0.9
10593,Facellm,30-39,0.9,Female,0.9,White,0.9
10594,Facellm,30-39,0.9,Male,0.9,White,0.9
10595,Facellm,30-39,0.8,Male,0.8,Asian,0.8
10596,Facellm,30-39,0.8,Male,0.8,Black,0.8
10597,Facellm,30-39,0.8,Female,0.8,Asian,0.8
10598,Facellm,10-19,0.9,Female,0.9,Latino_Hispanic,0.9
10599,Facellm,10-19,0.9,Male,0.9,Asian,0.9
106,Facellm,30-39,0.8,Male,0.8,Black,0.8
1060,Facellm,10-19,0.9,Male,0.9,White,0.9
10600,Facellm,10-19,0.5,Female,0.5,Black,0.5
10601,Facellm,10-19,0.9,Female,0.9,White,0.9
10602,Facellm,10-19,0.9,Male,0.9,Asian,0.9
10603,Facellm,30-39,0.9,Male,0.9,White,0.9
10604,Facellm,30-39,0.9,Female,0.9,Indian,0.9
10605,Facellm,30-39,0.8,Female,0.8,Black,0.8
10606,Facellm,10-19,0.8,Male,0.8,Black,0.8
10607,Facellm,30-39,0.8,Male,0.8,Asian,0.8
10608,Facellm,30-39,0.8,Male,0.8,Indian,0.8
10609,Facellm,30-39,0.9,Male,0.9,White,0.9
1061,Facellm,30-39,0.8,Male,0.8,Asian,0.8
10610,Facellm,30-39,0.8,Female,0.8,Asian,0.8
10611,Facellm,30-39,0.8,Female,0.8,Asian,0.8
10612,Facellm,30-39,0.8,Male,0.8,Asian,0.8
10613,Facellm,10-19,0.9,Female,0.9,White,0.9
10614,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10615,Facellm,10-19,0.9,Female,0.9,White,0.9
10616,Facellm,30-39,0.8,Female,0.8,Asian,0.8
10617,Facellm,10-19,0.8,Female,0.8,Black,0.8
10618,Facellm,0-2,0.5,Female,0.5,Asian,0.5
10619,Facellm,0-2,1.0,Female,0.0,Indian,1.0
1062,Facellm,10-19,0.9,Female,0.9,White,0.9
10620,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10621,Facellm,30-39,0.8,Female,0.8,Asian,0.8
10622,Facellm,30-39,0.8,Male,0.8,Indian,0.8
10623,Facellm,30-39,0.8,Male,0.8,Asian,0.8
10624,Facellm,30-39,0.8,Male,0.8,Asian,0.8
10625,Facellm,10-19,0.9,Male,0.9,White,0.9
10626,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10627,Facellm,10-19,0.8,Female,0.8,Black,0.8
10628,Facellm,30-39,0.8,Male,0.8,Middle Eastern,0.8
10629,Facellm,30-39,0.8,Female,0.8,Black,0.8
1063,Facellm,10-19,0.9,Female,0.9,White,0.9
10630,Facellm,30-39,0.8,Male,0.8,Asian,0.8
10631,Facellm,30-39,0.9,Female,0.9,White,0.9
10632,Facellm,10-19,0.8,Female,0.8,Latino_Hispanic,0.8
10633,Facellm,10-19,0.8,Female,0.8,Black,0.8
10634,Facellm,10-19,0.9,Female,0.9,Asian,0.9
10635,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10636,Facellm,30-39,0.8,Male,0.8,Asian,0.8
10637,Facellm,30-39,0.9,Male,0.9,White,0.9
10638,Facellm,10-19,0.9,Female,0.9,White,0.9
10639,Facellm,10-19,0.5,Female,0.5,Black,0.5
1064,Facellm,30-39,0.8,Male,0.8,Asian,0.8
10640,Facellm,30-39,0.8,Male,0.8,Black,0.8
10641,Facellm,0-2,0.5,Female,0.5,Asian,0.5
10642,Facellm,30-39,0.9,Male,0.9,White,0.9
10643,Facellm,10-19,0.9,Male,0.9,White,0.9
10644,Facellm,30-39,0.8,Female,0.8,White,0.8
10645,Facellm,10-19,0.8,Male,0.8,Asian,0.8
10646,Facellm,30-39,0.8,Female,0.8,Asian,0.8
10647,Facellm,30-39,0.9,Male,0.9,Black,0.9
10648,Facellm,30-39,0.8,Male,0.8,Middle Eastern,0.8
10649,Facellm,10-19,0.9,Male,0.9,Latino_Hispanic,0.9
1065,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10650,Facellm,30-39,0.9,Female,0.9,White,0.9
10651,Facellm,30-39,0.9,Male,0.9,Indian,0.9
10652,Facellm,30-39,0.8,Female,0.8,Black,0.8
10653,Facellm,30-39,0.8,Female,0.8,Asian,0.8
10654,Facellm,30-39,0.8,Male,0.8,Indian,0.8
10655,Facellm,10-19,0.8,Male,0.8,Black,0.8
10656,Facellm,10-19,0.8,Male,0.8,Black,0.8
10657,Facellm,10-19,0.9,Male,0.9,White,0.9
10658,Facellm,30-39,0.9,Female,0.9,White,0.9
10659,Facellm,30-39,0.8,Male,0.8,Asian,0.8
1066,Facellm,10-19,0.9,Male,0.9,White,0.9
10660,Facellm,30-39,0.8,Female,0.8,Indian,0.8
10661,Facellm,30-39,0.9,Male,0.9,White,0.9
10662,Facellm,10-19,0.0,Female,0.0,Black,0.0
10663,Facellm,30-39,0.8,Female,0.8,Black,0.8
10664,Facellm,30-39,0.9,Female,0.9,White,0.9
10665,Facellm,10-19,0.9,Female,0.9,White,0.9
10666,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10667,Facellm,10-19,0.5,Female,0.5,Black,0.5
10668,Facellm,30-39,0.9,Male,0.9,Asian,0.9
10669,Facellm,30-39,0.8,Female,0.8,Asian,0.8
1067,Facellm,30-39,0.8,Female,0.8,Indian,0.8
10670,Facellm,10-19,0.9,Female,0.9,Indian,0.9
10671,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10672,Facellm,10-19,0.9,Female,0.9,White,0.9
10673,Facellm,10-19,0.8,Female,0.8,Latino_Hispanic,0.8
10674,Facellm,10-19,0.9,Female,0.9,Asian,0.9
10675,Facellm,30-39,0.9,Male,0.9,White,0.9
10676,Facellm,0-2,0.9,Male,0.9,White,0.9
10677,Facellm,30-39,0.8,Female,0.8,Asian,0.8
10678,Facellm,30-39,0.9,Male,0.9,Black,0.9
10679,Facellm,0-2,0.5,Female,0.5,Asian,0.5
1068,Facellm,30-39,0.8,Male,0.8,Black,0.8
10680,Facellm,10-19,0.9,Female,0.9,Asian,0.9
10681,Facellm,0-2,0.0,Female,0.0,Asian,0.0
10682,Facellm,30-39,0.9,Male,0.9,White,0.9
10683,Facellm,30-39,0.9,Female,0.9,White,0.9
10684,Facellm,70+,1.0,Female,0.0,Indian,1.0
10685,Facellm,30-39,0.9,Female,0.9,White,0.9
10686,Facellm,30-39,0.8,Female,0.8,Asian,0.8
10687,Facellm,30-39,0.8,Female,0.8,Asian,0.8
10688,Facellm,30-39,0.8,Female,0.8,Asian,0.8
10689,Facellm,30-39,0.8,Male,0.8,Middle Eastern,0.8
1069,Facellm,10-19,0.5,Female,0.5,Asian,0.5
10690,Facellm,10-19,0.8,Female,0.8,Latino_Hispanic,0.8
10691,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10692,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10693,Facellm,30-39,0.8,Male,0.8,Asian,0.8
10694,Facellm,0-2,0.9,Female,0.9,White,0.9
10695,Facellm,30-39,0.9,Female,0.9,White,0.9
10696,Facellm,10-19,0.9,Male,0.9,White,0.9
10697,Facellm,0-2,0.5,Female,0.5,Asian,0.5
10698,Facellm,10-19,0.5,Female,0.5,Black,0.5
10699,Facellm,10-19,0.8,Female,0.8,Black,0.8
107,Facellm,10-19,0.9,Female,0.9,White,0.9
1070,Facellm,10-19,0.9,Female,0.9,White,0.9
10700,Facellm,10-19,0.9,Female,0.9,White,0.9
10701,Facellm,30-39,0.9,Male,0.9,Black,0.9
10702,Facellm,10-19,0.8,Female,0.8,Indian,0.8
10703,Facellm,10-19,0.9,Male,0.9,White,0.9
10704,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10705,Facellm,10-19,0.9,Male,0.9,Indian,0.9
10706,Facellm,30-39,0.8,Female,0.8,Indian,0.8
10707,Facellm,0-2,0.9,Male,0.9,White,0.9
10708,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10709,Facellm,30-39,0.9,Male,0.9,Indian,0.9
1071,Facellm,30-39,0.8,Male,0.8,Black,0.8
10710,Facellm,10-19,0.8,Female,0.8,White,0.8
10711,Facellm,10-19,0.5,Female,0.5,Black,0.5
10712,Facellm,30-39,0.8,Male,0.8,Black,0.8
10713,Facellm,30-39,0.9,Male,0.9,Middle Eastern,0.9
10714,Facellm,10-19,0.8,Female,0.8,Black,0.8
10715,Facellm,10-19,0.8,Female,0.8,Black,0.8
10716,Facellm,30-39,0.8,Male,0.8,Asian,0.8
10717,Facellm,30-39,0.9,Male,0.9,Indian,0.9
10718,Facellm,30-39,0.9,Male,0.9,Indian,0.9
10719,Facellm,30-39,0.9,Male,0.9,White,0.9
1072,Facellm,10-19,0.9,Female,0.9,White,0.9
10720,Facellm,0-2,0.0,Female,0.0,Asian,0.0
10721,Facellm,30-39,0.8,Female,0.8,Black,0.8
10722,Facellm,0-2,0.5,Female,0.5,Asian,0.5
10723,Facellm,10-19,0.8,Male,0.8,Asian,0.8
10724,Facellm,30-39,0.9,Male,0.9,Indian,0.9
10725,Facellm,30-39,0.9,Male,0.9,Black,0.9
10726,Facellm,30-39,0.9,Female,0.9,Black,0.9
10727,Facellm,10-19,0.9,Female,0.9,White,0.9
10728,Facellm,30-39,0.9,Female,0.9,White,0.9
10729,Facellm,30-39,0.8,Female,0.8,Indian,0.8
1073,Facellm,30-39,0.9,Female,0.9,White,0.9
10730,Facellm,10-19,0.9,Female,0.9,White,0.9
10731,Facellm,30-39,0.8,Male,0.8,Asian,0.8
10732,Facellm,30-39,0.9,Male,0.9,Indian,0.9
10733,Facellm,10-19,0.9,Female,0.9,White,0.9
10734,Facellm,10-19,0.9,Female,0.9,White,0.9
10735,Facellm,10-19,0.8,Female,0.8,Black,0.8
10736,Facellm,30-39,0.8,Male,0.8,Black,0.8
10737,Facellm,30-39,0.9,Male,0.9,White,0.9
10738,Facellm,10-19,0.5,Female,0.5,Black,0.5
10739,Facellm,10-19,0.9,Female,0.9,White,0.9
1074,Facellm,30-39,0.9,Female,0.9,Indian,0.9
10740,Facellm,30-39,0.9,Male,0.9,White,0.9
10741,Facellm,10-19,0.9,Female,0.9,White,0.9
10742,Facellm,30-39,0.8,Female,0.8,Middle Eastern,0.8
10743,Facellm,10-19,0.9,Female,0.9,White,0.9
10744,Facellm,10-19,0.9,Female,0.9,White,0.9
10745,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10746,Facellm,30-39,0.8,Female,0.8,Asian,0.8
10747,Facellm,30-39,0.9,Female,0.9,Latino_Hispanic,0.9
10748,Facellm,30-39,0.9,Male,0.9,White,0.9
10749,Facellm,10-19,0.9,Male,0.9,White,0.9
1075,Facellm,30-39,0.8,Male,0.8,Asian,0.8
10750,Facellm,30-39,0.9,Male,0.9,Black,0.9
10751,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10752,Facellm,30-39,0.9,Female,0.9,Black,0.9
10753,Facellm,30-39,0.8,Female,0.8,Asian,0.8
10754,Facellm,10-19,0.9,Female,0.9,Indian,0.9
10755,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10756,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10757,Facellm,30-39,0.8,Male,0.8,White,0.8
10758,Facellm,30-39,0.8,Female,0.8,Asian,0.8
10759,Facellm,30-39,0.9,Male,0.9,White,0.9
1076,Facellm,30-39,0.9,Male,0.9,Indian,0.9
10760,Facellm,60-69,0.9,Male,0.9,White,0.9
10761,Facellm,0-2,0.8,Female,0.8,Asian,0.8
10762,Facellm,30-39,0.8,Male,0.8,Indian,0.8
10763,Facellm,30-39,0.9,Male,0.9,Asian,0.9
10764,Facellm,30-39,0.8,Female,0.8,Latino_Hispanic,0.8
10765,Facellm,30-39,0.9,Male,0.9,Asian,0.9
10766,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10767,Facellm,30-39,0.9,Male,0.9,Black,0.9
10768,Facellm,10-19,0.5,Female,0.5,Black,0.5
10769,Facellm,10-19,0.8,Female,0.8,Indian,0.8
1077,Facellm,30-39,0.9,Male,0.9,White,0.9
10770,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10771,Facellm,10-19,0.9,Female,0.9,White,0.9
10772,Facellm,10-19,0.8,Female,0.8,Black,0.8
10773,Facellm,30-39,0.9,Male,0.9,White,0.9
10774,Facellm,30-39,0.5,Female,0.5,Asian,0.5
10775,Facellm,10-19,0.9,Male,0.9,Indian,0.9
10776,Facellm,30-39,0.8,Female,0.8,Black,0.8
10777,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10778,Facellm,30-39,0.8,Male,0.8,Indian,0.8
10779,Facellm,30-39,0.8,Female,0.8,White,0.8
1078,Facellm,10-19,0.8,Male,0.8,Asian,0.8
10780,Facellm,30-39,0.8,Female,0.8,Asian,0.8
10781,Facellm,30-39,0.8,Female,0.8,White,0.8
10782,Facellm,10-19,0.8,Female,0.8,White,0.8
10783,Facellm,30-39,0.9,Male,0.9,White,0.9
10784,Facellm,30-39,0.9,Male,0.9,White,0.9
10785,Facellm,30-39,0.9,Female,0.9,Black,0.9
10786,Facellm,10-19,0.8,Female,0.8,Indian,0.8
10787,Facellm,10-19,0.8,Male,0.8,Asian,0.8
10788,Facellm,30-39,0.8,Female,0.8,Asian,0.8
10789,Facellm,30-39,0.9,Male,0.9,Asian,0.9
1079,Facellm,10-19,0.8,Female,0.8,Black,0.8
10790,Facellm,10-19,0.9,Female,0.9,White,0.9
10791,Facellm,20-29,0.9,Male,0.9,Indian,0.9
10792,Facellm,30-39,0.8,Male,0.8,Asian,0.8
10793,Facellm,60-69,0.9,Male,0.9,Asian,0.9
10794,Facellm,30-39,0.8,Female,0.8,Black,0.8
10795,Facellm,30-39,0.9,Male,0.9,White,0.9
10796,Facellm,30-39,0.9,Female,0.9,White,0.9
10797,Facellm,10-19,0.9,Female,0.9,Latino_Hispanic,0.9
10798,Facellm,30-39,0.8,Male,0.8,Asian,0.8
10799,Facellm,10-19,0.9,Female,0.9,White,0.9
108,Facellm,70+,1.0,Female,0.0,Indian,1.0
1080,Facellm,30-39,0.9,Female,0.9,White,0.9
10800,Facellm,30-39,0.8,Male,0.8,Asian,0.8
10801,Facellm,30-39,0.8,Male,0.8,Asian,0.8
10802,Facellm,30-39,0.8,Male,0.8,Asian,0.8
10803,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10804,Facellm,30-39,0.8,Male,0.8,Asian,0.8
10805,Facellm,30-39,0.8,Female,0.8,White,0.8
10806,Facellm,30-39,0.8,Female,0.8,Indian,0.8
10807,Facellm,10-19,0.9,Female,0.9,White,0.9
10808,Facellm,10-19,0.9,Female,0.9,White,0.9
10809,Facellm,0-2,0.5,Female,0.5,White,0.5
1081,Facellm,30-39,0.8,Male,0.8,Black,0.8
10810,Facellm,0-2,1.0,Female,0.0,Indian,1.0
10811,Facellm,30-39,0.8,Male,0.8,Black,0.8
10812,Facellm,10-19,0.9,Male,0.9,White,0.9
10813,Facellm,10-19,0.9,Female,0.9,Indian,0.9
10814,Facellm,30-39,0.9,Male,0.9,Indian,0.9
10815,Facellm,10-19,0.8,Female,0.8,Black,0.8
10816,Facellm,10-19,0.5,Female,0.5,White,0.5
10817,Facellm,10-19,0.9,Male,0.9,White,0.9
10818,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10819,Facellm,30-39,0.9,Male,0.9,Asian,0.9
1082,Facellm,10-19,0.9,Female,0.9,White,0.9
10820,Facellm,10-19,0.8,Female,0.8,Asian,0.8
10821,Facellm,30-39,0.9,Male,0.9,Asian,0.9
